"","Biennium","Committee","Name"
"3360","2013-14","House Committee on Technology & Economic Development","Shelly Short"
"3361","2013-14","House Committee on Technology & Economic Development","Cathy Dahlquist"
"3362","2013-14","House Committee on Technology & Economic Development","Richard DeBolt"
"3363","2013-14","House Committee on Technology & Economic Development","Jake Fey"
"3364","2013-14","House Committee on Technology & Economic Development","Roger Freeman"
"3365","2013-14","House Committee on Technology & Economic Development","Zack Hudgins"
"3366","2013-14","House Committee on Technology & Economic Development","Linda Kochmar"
"3367","2013-14","House Committee on Technology & Economic Development","Chad Magendanz"
"3368","2013-14","House Committee on Technology & Economic Development","Marcie Maxwell"
"3369","2013-14","House Committee on Technology & Economic Development","Dawn Morrell"
"3370","2013-14","House Committee on Technology & Economic Development","Cindy Ryu"
"3371","2013-14","House Committee on Technology & Economic Development","Monica Stonier"
"3372","2013-14","House Committee on Technology & Economic Development","Gael Tarleton"
"3373","2013-14","House Committee on Technology & Economic Development","Brandon Vick"
"3374","2013-14","House Committee on Technology & Economic Development","Maureen Walsh"
"3375","2013-14","House Committee on Technology & Economic Development","Sharon Wylie"
"3376","2013-14","House Committee on Technology & Economic Development","Hans Zeiger"
"3377","2013-14","House Committee on Transportation","Judy Clibborn"
"3378","2013-14","House Committee on Transportation","Jessyn Farrell"
"3379","2013-14","House Committee on Transportation","Jake Fey"
"3380","2013-14","House Committee on Transportation","Marko Liias"
"3381","2013-14","House Committee on Transportation","Luis Moscoso"
"3382","2013-14","House Committee on Transportation","Ed Orcutt"
"3383","2013-14","House Committee on Transportation","Mark Hargrove"
"3384","2013-14","House Committee on Transportation","Jason Overstreet"
"3385","2013-14","House Committee on Transportation","Jan Angel"
"3386","2013-14","House Committee on Transportation","Steve Bergquist"
"3387","2013-14","House Committee on Transportation","Richard DeBolt"
"3388","2013-14","House Committee on Transportation","Joe Fitzgibbon"
"3389","2013-14","House Committee on Transportation","Roger Freeman"
"3390","2013-14","House Committee on Transportation","Cyrus Habib"
"3391","2013-14","House Committee on Transportation","Brad Hawkins"
"3392","2013-14","House Committee on Transportation","Dave Hayes"
"3393","2013-14","House Committee on Transportation","Norm Johnson"
"3394","2013-14","House Committee on Transportation","Brad Klippert"
"3395","2013-14","House Committee on Transportation","Linda Kochmar"
"3396","2013-14","House Committee on Transportation","Joel Kretz"
"3397","2013-14","House Committee on Transportation","Dan Kristiansen"
"3398","2013-14","House Committee on Transportation","Jim Moeller"
"3399","2013-14","House Committee on Transportation","Jeff Morris"
"3400","2013-14","House Committee on Transportation","Dick Muri"
"3401","2013-14","House Committee on Transportation","Steve O'Ban"
"3402","2013-14","House Committee on Transportation","Lillian Ortiz-Self"
"3403","2013-14","House Committee on Transportation","Liz Pike"
"3404","2013-14","House Committee on Transportation","Marcus Riccelli"
"3405","2013-14","House Committee on Transportation","Jay Rodne"
"3406","2013-14","House Committee on Transportation","Cindy Ryu"
"3407","2013-14","House Committee on Transportation","Mike Sells"
"3408","2013-14","House Committee on Transportation","Matt Shea"
"3409","2013-14","House Committee on Transportation","Dean Takko"
"3410","2013-14","House Committee on Transportation","Gael Tarleton"
"3411","2013-14","House Committee on Transportation","Dave Upthegrove"
"3412","2013-14","House Committee on Transportation","Brady Walkinshaw"
"3413","2013-14","House Committee on Transportation","Jesse Young"
"3414","2013-14","House Committee on Transportation","Hans Zeiger"
"3415","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Brian Hatfield"
"3416","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Jim Honeyford"
"3417","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Sharon Brown"
"3418","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Jerome Delvin"
"3419","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Tracey Eide"
"3420","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Steve Hobbs"
"3421","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Mark Schoesler"
"3422","2013-14","Senate Committee on Agriculture, Water & Rural Economic Development","Paull Shin"
"3423","2013-14","Senate Committee on Commerce & Labor","Janéa Holmquist Newbry"
"3424","2013-14","Senate Committee on Commerce & Labor","John Braun"
"3425","2013-14","Senate Committee on Commerce & Labor","Steve Conway"
"3426","2013-14","Senate Committee on Commerce & Labor","Bob Hasegawa"
"3427","2013-14","Senate Committee on Commerce & Labor","Mike Hewitt"
"3428","2013-14","Senate Committee on Commerce & Labor","Karen Keiser"
"3429","2013-14","Senate Committee on Commerce & Labor","Curtis King"
"3430","2013-14","Senate Committee on Commerce & Labor","Jeanne Kohl-Welles"
"3431","2013-14","Senate Committee on Early Learning & K-12 Education","Steve Litzow"
"3432","2013-14","Senate Committee on Early Learning & K-12 Education","Bruce Dammeier"
"3433","2013-14","Senate Committee on Early Learning & K-12 Education","Rosemary McAuliffe"
"3434","2013-14","Senate Committee on Early Learning & K-12 Education","Christine Rolfes"
"3435","2013-14","Senate Committee on Early Learning & K-12 Education","Andy Billig"
"3436","2013-14","Senate Committee on Early Learning & K-12 Education","Sharon Brown"
"3437","2013-14","Senate Committee on Early Learning & K-12 Education","Annette Cleveland"
"3438","2013-14","Senate Committee on Early Learning & K-12 Education","Jerome Delvin"
"3439","2013-14","Senate Committee on Early Learning & K-12 Education","Joe Fain"
"3440","2013-14","Senate Committee on Early Learning & K-12 Education","Andy Hill"
"3441","2013-14","Senate Committee on Early Learning & K-12 Education","Mark Mullet"
"3442","2013-14","Senate Committee on Early Learning & K-12 Education","Ann Rivers"
"3443","2013-14","Senate Committee on Energy, Environment & Telecommunications","Doug Ericksen"
"3444","2013-14","Senate Committee on Energy, Environment & Telecommunications","Tim Sheldon"
"3445","2013-14","Senate Committee on Energy, Environment & Telecommunications","John McCoy"
"3446","2013-14","Senate Committee on Energy, Environment & Telecommunications","Andy Billig"
"3447","2013-14","Senate Committee on Energy, Environment & Telecommunications","Sharon Brown"
"3448","2013-14","Senate Committee on Energy, Environment & Telecommunications","Maralyn Chase"
"3449","2013-14","Senate Committee on Energy, Environment & Telecommunications","Annette Cleveland"
"3450","2013-14","Senate Committee on Energy, Environment & Telecommunications","Jerome Delvin"
"3451","2013-14","Senate Committee on Energy, Environment & Telecommunications","Jim Honeyford"
"3452","2013-14","Senate Committee on Energy, Environment & Telecommunications","Steve Litzow"
"3453","2013-14","Senate Committee on Energy, Environment & Telecommunications","Kevin Ranker"
"3454","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Jan Angel"
"3455","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Steve Hobbs"
"3456","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Don Benton"
"3457","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Mark Mullet"
"3458","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Joe Fain"
"3459","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Brian Hatfield"
"3460","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Sharon Nelson"
"3461","2013-14","Senate Committee on Financial Institutions, Housing & Insurance","Pam Roach"
"3462","2013-14","Senate Committee on Governmental Operations","Pam Roach"
"3463","2013-14","Senate Committee on Governmental Operations","Don Benton"
"3464","2013-14","Senate Committee on Governmental Operations","Bob Hasegawa"
"3465","2013-14","Senate Committee on Governmental Operations","John Braun"
"3466","2013-14","Senate Committee on Governmental Operations","Steve Conway"
"3467","2013-14","Senate Committee on Governmental Operations","Brian Dansel"
"3468","2013-14","Senate Committee on Governmental Operations","Karen Fraser"
"3469","2013-14","Senate Committee on Governmental Operations","John McCoy"
"3470","2013-14","Senate Committee on Governmental Operations","Ann Rivers"
"3471","2013-14","Senate Committee on Health Care","Randi Becker"
"3472","2013-14","Senate Committee on Health Care","Bruce Dammeier"
"3473","2013-14","Senate Committee on Health Care","Jamie Pedersen"
"3474","2013-14","Senate Committee on Health Care","Jan Angel"
"3475","2013-14","Senate Committee on Health Care","Barbara Bailey"
"3476","2013-14","Senate Committee on Health Care","Annette Cleveland"
"3477","2013-14","Senate Committee on Health Care","Doug Ericksen"
"3478","2013-14","Senate Committee on Health Care","David Frockt"
"3479","2013-14","Senate Committee on Health Care","Karen Keiser"
"3480","2013-14","Senate Committee on Health Care","Linda Evans Parlette"
"3481","2013-14","Senate Committee on Health Care","Nathan Schlicher"
"3482","2013-14","Senate Committee on Higher Education","Barbara Bailey"
"3483","2013-14","Senate Committee on Higher Education","Randi Becker"
"3484","2013-14","Senate Committee on Higher Education","Jeanne Kohl-Welles"
"3485","2013-14","Senate Committee on Higher Education","Michael Baumgartner"
"3486","2013-14","Senate Committee on Higher Education","David Frockt"
"3487","2013-14","Senate Committee on Higher Education","Rosemary McAuliffe"
"3488","2013-14","Senate Committee on Higher Education","Rodney Tom"
"3489","2013-14","Senate Committee on Human Services & Corrections","Mike Carrell"
"3490","2013-14","Senate Committee on Human Services & Corrections","Steve O'Ban"
"3491","2013-14","Senate Committee on Human Services & Corrections","Kirk Pearson"
"3492","2013-14","Senate Committee on Human Services & Corrections","Jeannie Darneille"
"3493","2013-14","Senate Committee on Human Services & Corrections","Michael Baumgartner"
"3494","2013-14","Senate Committee on Human Services & Corrections","James Hargrove"
"3495","2013-14","Senate Committee on Human Services & Corrections","Nick Harper"
"3496","2013-14","Senate Committee on Human Services & Corrections","Mike Padden"
"3497","2013-14","Senate Committee on Law & Justice","Mike Padden"
"3498","2013-14","Senate Committee on Law & Justice","Mike Carrell"
"3499","2013-14","Senate Committee on Law & Justice","Steve O'Ban"
"3500","2013-14","Senate Committee on Law & Justice","Adam Kline"
"3501","2013-14","Senate Committee on Law & Justice","Jeannie Darneille"
"3502","2013-14","Senate Committee on Law & Justice","Jeanne Kohl-Welles"
"3503","2013-14","Senate Committee on Law & Justice","Kirk Pearson"
"3504","2013-14","Senate Committee on Law & Justice","Jamie Pedersen"
